# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.785        6.852
       1.002        0.000        1.785        6.852
       2.005        0.000        1.785        6.852
       3.007        0.000        1.785        6.852
       4.010        0.000        1.785        6.852
       5.013        2.000        1.785        6.855
       6.014       20.000        1.785        6.855
       7.015       12.000        1.785        6.855
       8.016       18.000        1.785        6.855
       9.017       11.000        1.785        6.855
      10.018       16.000        1.785        6.855
      11.019       11.000        1.785        6.855
      12.020       11.000        1.785        6.855
      13.021       12.000        1.785        6.855
      14.022       10.000        1.785        6.855
