# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.009        0.000        1.887        6.852
       4.012        0.000        1.887        6.852
       5.015        5.000        1.887        6.855
       6.016       11.000        1.887        6.855
       7.018        9.000        1.887        6.855
       8.019       10.000        1.887        6.855
       9.021       11.000        1.887        6.855
      10.022       12.000        1.887        6.855
      11.024       12.000        1.887        6.855
      12.025        9.000        1.887        6.855
      13.027       10.000        1.887        6.855
      14.028       10.000        1.887        6.855
