# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.777        6.852
       1.002        0.000        1.777        6.852
       2.005        0.000        1.777        6.852
       3.008        0.000        1.777        6.852
       4.011        0.000        1.777        6.852
       5.014        1.000        1.777        6.855
       6.015        9.000        1.777        6.855
       7.016       10.000        1.777        6.855
       8.017        6.000        1.777        6.855
       9.018        7.000        1.777        6.855
      10.020       11.000        1.777        6.855
      11.021        7.000        1.777        6.855
      12.022        6.000        1.777        6.855
      13.023        8.000        1.777        6.855
      14.025        8.000        1.777        6.855
