# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.007        0.000        1.887        6.852
       4.010        0.000        1.887        6.852
       5.012        5.000        1.887        6.855
       6.015       11.000        1.887        6.855
       7.016       16.000        1.887        6.855
       8.018       16.000        1.887        6.855
       9.021       13.000        1.887        6.855
      10.022       14.000        1.887        6.855
      11.024       10.000        1.887        6.855
      12.025       17.000        1.887        6.855
      13.027       16.000        1.887        6.855
      14.030       15.000        1.887        6.855
