# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.002        0.000        1.816        6.852
       2.005        2.000        1.816        6.855
       3.006       17.000        1.816        6.855
       4.009       15.000        1.816        6.855
       5.010       14.000        1.816        6.855
       6.012       15.000        1.816        6.855
       7.015       15.000        1.816        6.855
       8.018       14.000        1.816        6.855
       9.020       13.000        1.816        6.855
      10.023        9.000        1.816        6.855
      11.025        8.000        1.816        6.855
