# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.009        0.000        1.887        6.852
       4.012        0.000        1.887        6.852
       5.015        5.000        1.887        6.855
       6.017       15.000        1.887        6.855
       7.020       14.000        1.887        6.855
       8.022       14.000        1.887        6.855
       9.024       14.000        1.887        6.855
      10.027       15.000        1.887        6.855
      11.029       16.000        1.887        6.855
      12.031       18.000        1.887        6.855
      13.033       17.000        1.887        6.855
      14.035       17.000        1.887        6.855
