# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.002        0.000        1.816        6.852
       2.004        0.000        1.816        6.852
       3.006        0.000        1.816        6.852
       4.008        0.000        1.816        6.852
       5.011        0.000        1.816        6.852
       6.014        0.000        1.816        6.852
       7.016        6.000        1.816        6.855
       8.017       15.000        1.816        6.855
       9.019       13.000        1.816        6.855
      10.020       10.000        1.816        6.855
      11.022       11.000        1.816        6.855
      12.022       13.000        1.816        6.855
      13.023       11.000        1.816        6.855
      14.025       10.000        1.816        6.855
      15.026       14.000        1.816        6.855
      16.028       13.000        1.816        6.855
