# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.781        6.852
       1.001        0.000        1.781        6.852
       2.003        0.000        1.781        6.852
       3.005        0.000        1.781        6.852
       4.006        0.000        1.781        6.852
       5.008        0.000        1.781        6.852
       6.010        0.000        1.781        6.852
       7.012        5.000        1.781        6.855
       8.013        3.000        1.781        6.855
       9.014        3.000        1.781        6.855
      10.015        9.000        1.781        6.855
      11.017        3.000        1.781        6.855
      12.018        8.000        1.781        6.855
      13.019        3.000        1.781        6.855
      14.020        9.000        1.781        6.855
      15.021       12.000        1.781        6.855
      16.023       12.000        1.781        6.855
