# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.004        0.000        1.758        6.852
       3.005        0.000        1.758        6.852
       4.006        0.000        1.758        6.852
       5.007        0.000        1.758        6.852
       6.008        0.000        1.758        6.852
       7.009        3.000        1.758        6.855
       8.011        9.000        1.758        6.855
       9.012       10.000        1.758        6.855
      10.014        8.000        1.758        6.855
      11.015       10.000        1.758        6.855
      12.016        9.000        1.758        6.855
      13.017        8.000        1.758        6.855
      14.018        8.000        1.758        6.855
      15.019        8.000        1.758        6.855
      16.020        8.000        1.758        6.855
