# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.009        0.000        1.887        6.852
       4.012        0.000        1.887        6.852
       5.014        4.000        1.887        6.855
       6.015       11.000        1.887        6.855
       7.017        9.000        1.887        6.855
       8.018       12.000        1.887        6.855
       9.019       15.000        1.887        6.855
      10.020       10.000        1.887        6.855
      11.021       13.000        1.887        6.855
      12.022       12.000        1.887        6.855
      13.023       12.000        1.887        6.855
      14.024       14.000        1.887        6.855
