# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.009        0.000        1.887        6.852
       4.012        0.000        1.887        6.852
       5.015        0.000        1.887        6.852
       6.017        0.000        1.887        6.852
       7.020        9.000        1.887        6.855
       8.022       28.900        1.887        6.855
       9.024       17.000        1.887        6.855
      10.026       14.000        1.887        6.855
      11.028       13.000        1.887        6.855
      12.030       17.000        1.887        6.855
      13.032       11.000        1.887        6.855
      14.034       14.000        1.887        6.855
      15.036       14.000        1.887        6.855
      16.039       13.000        1.887        6.855
