# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.002        0.000        1.762        6.852
       2.005        0.000        1.762        6.852
       3.009        0.000        1.762        6.852
       4.012        4.000        1.762        6.855
       5.013       10.000        1.762        6.855
       6.015       10.000        1.762        6.855
       7.016        9.000        1.762        6.855
       8.017       13.000        1.762        6.855
       9.019       10.000        1.762        6.855
      10.021        8.000        1.762        6.855
      11.022       11.000        1.762        6.855
      12.023       11.000        1.762        6.855
      13.025       11.000        1.762        6.855
