# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.002        0.000        1.816        6.852
       2.004        0.000        1.816        6.852
       3.006        0.000        1.816        6.852
       4.008        0.000        1.816        6.852
       5.009        8.000        1.816        6.855
       6.010       17.000        1.816        6.855
       7.012       17.000        1.816        6.855
       8.013        7.000        1.816        6.855
       9.014        8.000        1.816        6.855
      10.016        8.000        1.816        6.855
      11.017        9.000        1.816        6.855
      12.018        8.000        1.816        6.855
      13.020        9.000        1.816        6.855
      14.021        6.000        1.816        6.855
