# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.008        0.000        1.887        6.852
       4.010        0.000        1.887        6.852
       5.013        0.000        1.887        6.852
       6.016       13.000        1.887        6.855
       7.021       14.900        1.887        6.855
       8.024       17.900        1.887        6.855
       9.027       15.000        1.887        6.855
      10.030       15.000        1.887        6.855
      11.033       17.000        1.887        6.855
      12.037       14.900        1.887        6.855
      13.040       16.900        1.887        6.855
      14.044       13.900        1.887        6.855
      15.047       15.000        1.887        6.855
