# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.002        0.000        1.820        6.852
       2.005        0.000        1.820        6.852
       3.009        0.000        1.820        6.852
       4.012        0.000        1.820        6.852
       5.013        5.000        1.820        6.855
       6.014       10.000        1.820        6.855
       7.016       10.000        1.820        6.855
       8.017       10.000        1.820        6.855
       9.018        9.000        1.820        6.855
      10.020       12.000        1.820        6.855
      11.021       11.000        1.820        6.855
      12.024       10.000        1.820        6.855
      13.026        9.000        1.820        6.855
      14.026       10.000        1.820        6.855
