# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.004        0.000        1.887        6.852
       3.008        0.000        1.887        6.852
       4.011        0.000        1.887        6.852
       5.015        0.000        1.887        6.852
       6.016        8.000        1.887        6.855
       7.017       10.000        1.887        6.855
       8.019        7.000        1.887        6.855
       9.020        9.000        1.887        6.855
      10.021        8.000        1.887        6.855
      11.023        8.000        1.887        6.855
      12.024        7.000        1.887        6.855
      13.025        7.000        1.887        6.855
      14.026        9.000        1.887        6.855
      15.028       10.000        1.887        6.855
