# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.002        0.000        1.883        6.852
       2.004        0.000        1.883        6.852
       3.007        0.000        1.883        6.852
       4.009        0.000        1.883        6.852
       5.010        0.000        1.883        6.852
       6.012        0.000        1.883        6.852
       7.014        0.000        1.883        6.852
       8.016        5.000        1.883        6.855
       9.017        8.000        1.883        6.855
      10.018       13.000        1.883        6.855
      11.020       13.000        1.883        6.855
      12.021       13.000        1.883        6.855
      13.023        6.000        1.883        6.855
      14.024        7.000        1.883        6.855
      15.025        8.000        1.883        6.855
      16.026       14.000        1.883        6.855
      17.027       14.000        1.883        6.855
