# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.848        6.852
       1.001        0.000        1.848        6.852
       2.003        0.000        1.848        6.852
       3.005        0.000        1.848        6.852
       4.007        0.000        1.848        6.852
       5.009        0.000        1.848        6.852
       6.010        3.000        1.848        6.855
       7.011       13.000        1.848        6.855
       8.013       10.000        1.848        6.855
       9.014       11.000        1.848        6.855
      10.015       11.000        1.848        6.855
      11.016       13.000        1.848        6.855
      12.017       11.000        1.848        6.855
      13.018       11.000        1.848        6.855
      14.020       12.000        1.848        6.855
      15.020       13.000        1.848        6.855
