# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.875        6.852
       1.001        0.000        1.875        6.852
       2.005        0.000        1.875        6.852
       3.008        0.000        1.875        6.852
       4.011        0.000        1.875        6.852
       5.013        0.000        1.875        6.852
       6.015        3.000        1.875        6.855
       7.017        9.000        1.875        6.855
       8.018       11.000        1.875        6.855
       9.019       12.000        1.875        6.855
      10.020       11.000        1.875        6.855
      11.021       13.000        1.875        6.855
      12.023       13.000        1.875        6.855
      13.024       10.000        1.875        6.855
      14.025       10.000        1.875        6.855
      15.026       14.000        1.875        6.855
