# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.002        0.000        1.883        6.852
       2.004        0.000        1.883        6.852
       3.005        0.000        1.883        6.852
       4.007        0.000        1.883        6.852
       5.008        0.000        1.883        6.852
       6.011        6.000        1.883        6.855
       7.013       25.000        1.883        6.855
       8.015       22.000        1.883        6.855
       9.016       24.000        1.883        6.855
      10.019       24.900        1.883        6.855
      11.020       26.000        1.883        6.855
      12.022       25.000        1.883        6.855
      13.025       25.900        1.883        6.855
      14.027       26.900        1.883        6.855
      15.030        9.000        1.883        6.855
