# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.879        6.852
       1.001        0.000        1.879        6.852
       2.003        0.000        1.879        6.852
       3.004       10.000        1.879        6.855
       4.005       19.000        1.879        6.855
       5.006       20.000        1.879        6.855
       6.008       21.000        1.879        6.855
       7.009       20.000        1.879        6.855
       8.010       23.000        1.879        6.855
       9.011       21.000        1.879        6.855
      10.012       20.000        1.879        6.855
      11.014       20.000        1.879        6.855
      12.016       22.000        1.879        6.855
