# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.001        0.000        1.816        6.852
       2.003        0.000        1.816        6.852
       3.005        9.000        1.816        6.855
       4.006       34.000        1.816        6.855
       5.008       22.000        1.816        6.855
       6.008       20.000        1.816        6.855
       7.009       21.000        1.816        6.855
       8.010       27.000        1.816        6.855
       9.012       23.000        1.816        6.855
      10.013       28.000        1.816        6.855
      11.014       26.000        1.816        6.855
      12.015       22.000        1.816        6.855
