# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005        0.000        1.820        6.852
       4.007       12.000        1.820        6.855
       5.008       27.000        1.820        6.855
       6.010       31.900        1.820        6.855
       7.011       33.000        1.820        6.855
       8.012       20.000        1.820        6.855
       9.014       16.000        1.820        6.855
      10.015       17.000        1.820        6.855
      11.016       27.000        1.820        6.855
      12.018       30.900        1.820        6.855
      13.020       34.900        1.820        6.855
