# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.003        0.000        1.812        6.852
       3.005        3.000        1.812        6.855
       4.006       39.900        1.812        6.855
       5.008       32.900        1.812        6.855
       6.009       35.900        1.812        6.855
       7.011       36.900        1.812        6.855
       8.013       31.900        1.812        6.855
       9.014       38.000        1.812        6.855
      10.015       27.000        1.812        6.855
      11.016       38.000        1.812        6.855
      12.017       38.900        1.812        6.855
