# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.001        0.000        1.883        6.852
       2.003        0.000        1.883        6.852
       3.005        3.000        1.883        6.855
       4.007       11.000        1.883        6.855
       5.008        9.000        1.883        6.855
       6.010        9.000        1.883        6.855
       7.011        8.000        1.883        6.855
       8.012       14.000        1.883        6.855
       9.014        9.000        1.883        6.855
      10.015       13.000        1.883        6.855
      11.017       11.000        1.883        6.855
      12.019       14.000        1.883        6.855
