# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        0.000        1.758        6.852
       4.007       20.000        1.758        6.855
       5.007       27.000        1.758        6.855
       6.009       20.000        1.758        6.855
       7.010       29.000        1.758        6.855
       8.010       27.000        1.758        6.855
       9.012       17.000        1.758        6.855
      10.013       20.000        1.758        6.855
      11.014       18.000        1.758        6.855
      12.016       18.000        1.758        6.855
      13.017       18.000        1.758        6.855
