# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.005        0.000        1.762        6.852
       4.007       28.000        1.762        6.855
       5.008       24.000        1.762        6.855
       6.010       24.000        1.762        6.855
       7.012       26.000        1.762        6.855
       8.013       26.000        1.762        6.855
       9.014       28.000        1.762        6.855
      10.015       30.000        1.762        6.855
      11.017       24.000        1.762        6.855
      12.018       27.000        1.762        6.855
      13.020       28.000        1.762        6.855
