# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.001        0.000        1.816        6.852
       2.003        0.000        1.816        6.852
       3.005        4.000        1.816        6.855
       4.007       10.000        1.816        6.855
       5.008       15.000        1.816        6.855
       6.010       13.000        1.816        6.855
       7.011       15.000        1.816        6.855
       8.013       12.000        1.816        6.855
       9.015       16.000        1.816        6.855
      10.016       16.000        1.816        6.855
      11.017       12.000        1.816        6.855
      12.018       12.000        1.816        6.855
