# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        3.000        1.758        6.855
       4.006       23.000        1.758        6.855
       5.008       24.000        1.758        6.855
       6.009       24.000        1.758        6.855
       7.010       27.000        1.758        6.855
       8.012       25.000        1.758        6.855
       9.012       23.000        1.758        6.855
      10.013       23.000        1.758        6.855
      11.015       24.000        1.758        6.855
      12.016       25.000        1.758        6.855
