# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.001        0.000        1.816        6.852
       2.003        0.000        1.816        6.852
       3.004       13.000        1.816        6.855
       4.005       36.000        1.816        6.855
       5.006       38.000        1.816        6.855
       6.007       34.000        1.816        6.855
       7.008       36.000        1.816        6.855
       8.010       29.000        1.816        6.855
       9.011       15.000        1.816        6.855
      10.012       23.000        1.816        6.855
      11.014       35.900        1.816        6.855
      12.015       35.900        1.816        6.855
