# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.875        6.852
       1.001        0.000        1.875        6.852
       2.003        0.000        1.875        6.852
       3.005        0.000        1.875        6.852
       4.007       20.000        1.875        6.855
       5.008       27.000        1.875        6.855
       6.010       24.000        1.875        6.855
       7.011       24.000        1.875        6.855
       8.013       30.000        1.875        6.855
       9.014       26.000        1.875        6.855
      10.016       23.000        1.875        6.855
      11.018       22.000        1.875        6.855
      12.019       23.000        1.875        6.855
      13.021       23.000        1.875        6.855
