# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.003        0.000        1.812        6.852
       3.005        1.000        1.812        6.855
       4.006        6.000        1.812        6.855
       5.008       12.000        1.812        6.855
       6.009        6.000        1.812        6.855
       7.010        8.000        1.812        6.855
       8.011        8.000        1.812        6.855
       9.013        5.000        1.812        6.855
      10.015       11.000        1.812        6.855
      11.016        8.000        1.812        6.855
      12.018        6.000        1.812        6.855
