# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.003        0.000        1.812        6.852
       3.005       13.000        1.812        6.855
       4.006       33.000        1.812        6.855
       5.008       30.900        1.812        6.855
       6.010       32.900        1.812        6.855
       7.010       28.000        1.812        6.855
       8.012       30.900        1.812        6.855
       9.013       34.000        1.812        6.855
      10.014       34.000        1.812        6.855
      11.016       34.900        1.812        6.855
      12.017       34.000        1.812        6.855
