# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.002        0.000        1.820        6.852
       3.004        0.000        1.820        6.852
       4.006       28.000        1.820        6.855
       5.007       30.900        1.820        6.855
       6.009       32.900        1.820        6.855
       7.011       35.000        1.820        6.855
       8.012       33.900        1.820        6.855
       9.014       32.900        1.820        6.855
      10.015       35.000        1.820        6.855
      11.016       31.900        1.820        6.855
      12.018       35.000        1.820        6.855
      13.019       34.000        1.820        6.855
