# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.879        6.852
       1.001        0.000        1.879        6.852
       2.003        0.000        1.879        6.852
       3.005        2.000        1.879        6.855
       4.006       16.000        1.879        6.855
       5.008       18.000        1.879        6.855
       6.010       16.000        1.879        6.855
       7.011       19.000        1.879        6.855
       8.013       18.000        1.879        6.855
       9.014       16.000        1.879        6.855
      10.016       18.000        1.879        6.855
      11.018       19.000        1.879        6.855
      12.019       17.000        1.879        6.855
