# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.766        6.852
       1.001        0.000        1.766        6.852
       2.003        0.000        1.766        6.852
       3.005       12.000        1.766        6.855
       4.006       23.000        1.766        6.855
       5.008       21.000        1.766        6.855
       6.009       21.000        1.766        6.855
       7.010       20.000        1.766        6.855
       8.012       22.000        1.766        6.855
       9.013       21.000        1.766        6.855
      10.014       19.000        1.766        6.855
      11.015       19.000        1.766        6.855
      12.016       20.000        1.766        6.855
