# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.004        1.000        1.762        6.855
       4.005       36.000        1.762        6.855
       5.006       34.900        1.762        6.855
       6.008       38.900        1.762        6.855
       7.009       39.000        1.762        6.855
       8.010       38.000        1.762        6.855
       9.011       36.000        1.762        6.855
      10.012       36.900        1.762        6.855
      11.014       37.900        1.762        6.855
      12.015       37.000        1.762        6.855
