# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.855        6.852
       1.001        0.000        1.855        6.852
       2.003        0.000        1.855        6.852
       3.005        0.000        1.855        6.852
       4.007       18.000        1.855        6.855
       5.008       19.000        1.855        6.855
       6.009       21.000        1.855        6.855
       7.011       18.000        1.855        6.855
       8.011       18.000        1.855        6.855
       9.013       19.000        1.855        6.855
      10.013       20.000        1.855        6.855
      11.015       24.000        1.855        6.855
      12.016       22.000        1.855        6.855
      13.017       23.000        1.855        6.855
