# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.002        0.000        1.812        6.852
       3.004        8.000        1.812        6.855
       4.005       36.000        1.812        6.855
       5.006       23.000        1.812        6.855
       6.007       24.000        1.812        6.855
       7.008       26.000        1.812        6.855
       8.009       22.000        1.812        6.855
       9.010       32.000        1.812        6.855
      10.011       36.000        1.812        6.855
      11.012       23.000        1.812        6.855
      12.013       23.000        1.812        6.855
