# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.001        0.000        1.816        6.852
       2.003        0.000        1.816        6.852
       3.005       10.000        1.816        6.855
       4.006       29.000        1.816        6.855
       5.007       22.000        1.816        6.855
       6.008       19.000        1.816        6.855
       7.010       20.000        1.816        6.855
       8.011       22.000        1.816        6.855
       9.012       21.000        1.816        6.855
      10.013       20.000        1.816        6.855
      11.014       19.000        1.816        6.855
      12.016       20.000        1.816        6.855
