# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        0.000        1.758        6.852
       4.007       29.000        1.758        6.855
       5.008       34.900        1.758        6.855
       6.010       33.900        1.758        6.855
       7.011       38.900        1.758        6.855
       8.012       37.000        1.758        6.855
       9.013       35.000        1.758        6.855
      10.014       34.000        1.758        6.855
      11.016       35.900        1.758        6.855
      12.017       36.900        1.758        6.855
      13.019       36.900        1.758        6.855
