# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        2.000        1.758        6.855
       3.005       24.000        1.758        6.855
       4.006       26.000        1.758        6.855
       5.008       23.000        1.758        6.855
       6.010       25.000        1.758        6.855
       7.011       24.000        1.758        6.855
       8.013       24.000        1.758        6.855
       9.014       24.000        1.758        6.855
      10.016       21.000        1.758        6.855
      11.017       23.000        1.758        6.855
