# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        7.000        1.758        6.855
       4.007       30.900        1.758        6.855
       5.009       34.900        1.758        6.855
       6.009       31.000        1.758        6.855
       7.010       33.000        1.758        6.855
       8.012       35.900        1.758        6.855
       9.014       33.900        1.758        6.855
      10.016       32.900        1.758        6.855
      11.016       31.000        1.758        6.855
      12.018       32.900        1.758        6.855
