# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.003        0.000        1.812        6.852
       3.005        0.000        1.812        6.855
       4.007       14.000        1.812        6.855
       5.008       12.000        1.812        6.855
       6.010       11.000        1.812        6.855
       7.011       14.000        1.812        6.855
       8.012       12.000        1.812        6.855
       9.014       13.000        1.812        6.855
      10.016       12.000        1.812        6.855
      11.017       14.000        1.812        6.855
      12.019       16.000        1.812        6.855
