# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.005       12.000        1.762        6.855
       4.006       20.000        1.762        6.855
       5.007       22.000        1.762        6.855
       6.008       35.000        1.762        6.855
       7.010       32.000        1.762        6.855
       8.011       23.000        1.762        6.855
       9.012       24.000        1.762        6.855
      10.014       30.000        1.762        6.855
      11.015       28.000        1.762        6.855
      12.016       20.000        1.762        6.855
