# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.004        1.000        1.820        6.855
       4.006       20.000        1.820        6.855
       5.007       21.000        1.820        6.855
       6.008       23.000        1.820        6.855
       7.010       25.000        1.820        6.855
       8.011       20.000        1.820        6.855
       9.012       21.000        1.820        6.855
      10.013       23.000        1.820        6.855
      11.015       20.000        1.820        6.855
      12.016       23.000        1.820        6.855
