# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.004        0.000        1.758        6.855
       4.005       33.000        1.758        6.855
       5.006       32.000        1.758        6.855
       6.007       28.000        1.758        6.855
       7.008       19.000        1.758        6.855
       8.009       20.000        1.758        6.855
       9.010       15.000        1.758        6.855
      10.011       15.000        1.758        6.855
      11.012       24.000        1.758        6.855
      12.013       28.000        1.758        6.855
