# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.002        0.000        1.758        6.852
       3.004        4.000        1.758        6.855
       4.006       36.900        1.758        6.855
       5.007       26.000        1.758        6.855
       6.008       17.000        1.758        6.855
       7.009       17.000        1.758        6.855
       8.010       18.000        1.758        6.855
       9.011       18.000        1.758        6.855
      10.012       18.000        1.758        6.855
      11.013       19.000        1.758        6.855
      12.014       19.000        1.758        6.855
