# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.000        0.000        1.816        6.852
       2.002        0.000        1.816        6.852
       3.004        0.000        1.816        6.852
       4.006       35.900        1.816        6.855
       5.008       35.900        1.816        6.855
       6.008       36.000        1.816        6.855
       7.010       36.900        1.816        6.855
       8.012       36.900        1.816        6.855
       9.014       35.900        1.816        6.855
      10.015       31.000        1.816        6.855
      11.017       34.900        1.816        6.855
      12.017       32.000        1.816        6.855
      13.019       33.900        1.816        6.855
