# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005        0.000        1.820        6.852
       4.007       23.000        1.820        6.855
       5.008       33.900        1.820        6.855
       6.010       29.000        1.820        6.855
       7.012       29.000        1.820        6.855
       8.012       29.000        1.820        6.855
       9.014       29.000        1.820        6.855
      10.015       31.000        1.820        6.855
      11.017       29.000        1.820        6.855
      12.019       33.900        1.820        6.855
      13.020       32.900        1.820        6.855
