# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.001        0.000        1.816        6.852
       2.003        0.000        1.816        6.852
       3.005        7.000        1.816        6.855
       4.006       18.000        1.816        6.855
       5.007       17.000        1.816        6.855
       6.008       17.000        1.816        6.855
       7.010       18.000        1.816        6.855
       8.011       28.000        1.816        6.855
       9.013       26.000        1.816        6.855
      10.014       17.000        1.816        6.855
      11.015       19.000        1.816        6.855
      12.016       17.000        1.816        6.855
