# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.004       15.000        1.887        6.855
       4.006       32.900        1.887        6.855
       5.008       33.900        1.887        6.855
       6.009       35.900        1.887        6.855
       7.011       36.900        1.887        6.855
       8.012       35.000        1.887        6.855
       9.014       35.900        1.887        6.855
      10.016       36.900        1.887        6.855
      11.017       35.900        1.887        6.855
      12.019       33.900        1.887        6.855
