# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.879        6.852
       1.001        0.000        1.879        6.852
       2.003        0.000        1.879        6.852
       3.005        0.000        1.879        6.852
       4.007       33.900        1.879        6.855
       5.008       27.000        1.879        6.855
       6.009       28.000        1.879        6.855
       7.010       18.000        1.879        6.855
       8.012       32.000        1.879        6.855
       9.013       20.000        1.879        6.855
      10.015       18.000        1.879        6.855
      11.016       35.000        1.879        6.855
      12.017       37.900        1.879        6.855
      13.019       30.900        1.879        6.855
