# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.754        6.852
       1.001        0.000        1.754        6.852
       2.002       27.000        1.754        6.855
       3.004       31.900        1.754        6.855
       4.005       32.000        1.754        6.855
       5.007       31.900        1.754        6.855
       6.009       31.900        1.754        6.855
       7.011       30.900        1.754        6.855
       8.013       31.900        1.754        6.855
       9.014       31.000        1.754        6.855
      10.015       32.000        1.754        6.855
      11.016       19.000        1.754        6.855
