# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        9.000        1.758        6.855
       4.007       28.900        1.758        6.855
       5.008       33.000        1.758        6.855
       6.009       33.000        1.758        6.855
       7.010       34.000        1.758        6.855
       8.011       32.900        1.758        6.855
       9.013       32.900        1.758        6.855
      10.015       32.900        1.758        6.855
      11.016       31.900        1.758        6.855
      12.018       31.900        1.758        6.855
