# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.879        6.852
       1.001        0.000        1.879        6.852
       2.003        0.000        1.879        6.852
       3.005        0.000        1.879        6.852
       4.007       21.000        1.879        6.855
       5.008       33.900        1.879        6.855
       6.010       33.900        1.879        6.855
       7.011       35.000        1.879        6.855
       8.012       38.000        1.879        6.855
       9.014       37.900        1.879        6.855
      10.015       37.900        1.879        6.855
      11.017       38.900        1.879        6.855
      12.018       39.000        1.879        6.855
      13.019       19.000        1.879        6.855
