# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005        0.000        1.820        6.852
       4.006       12.000        1.820        6.855
       5.008       16.000        1.820        6.855
       6.009       17.000        1.820        6.855
       7.011       13.000        1.820        6.855
       8.013       16.000        1.820        6.855
       9.013       14.000        1.820        6.855
      10.014       17.000        1.820        6.855
      11.016       15.000        1.820        6.855
      12.017       16.000        1.820        6.855
      13.019       14.000        1.820        6.855
