# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.005        0.000        1.762        6.852
       4.007        6.000        1.762        6.855
       5.008       11.000        1.762        6.855
       6.010        9.000        1.762        6.855
       7.011       12.000        1.762        6.855
       8.013        7.000        1.762        6.855
       9.014        4.000        1.762        6.855
      10.015       14.000        1.762        6.855
      11.017       15.000        1.762        6.855
      12.018       10.000        1.762        6.855
      13.019        7.000        1.762        6.855
