# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005        5.000        1.820        6.855
       4.006       24.000        1.820        6.855
       5.008       24.000        1.820        6.855
       6.008       22.000        1.820        6.855
       7.009       24.000        1.820        6.855
       8.011       21.000        1.820        6.855
       9.012       25.000        1.820        6.855
      10.013       21.000        1.820        6.855
      11.015       30.000        1.820        6.855
      12.016       36.900        1.820        6.855
