# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.879        6.852
       1.001        0.000        1.879        6.852
       2.003        0.000        1.879        6.852
       3.005        0.000        1.879        6.852
       4.007       26.000        1.879        6.855
       5.009       38.900        1.879        6.855
       6.010       37.900        1.879        6.855
       7.011       40.000        1.879        6.855
       8.012       22.000        1.879        6.855
       9.013       33.000        1.879        6.855
      10.014       23.000        1.879        6.855
      11.015       26.000        1.879        6.855
      12.016       40.000        1.879        6.855
      13.017       39.000        1.879        6.855
