# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.001        0.000        1.883        6.852
       2.003        0.000        1.883        6.852
       3.004        2.000        1.883        6.855
       4.005       23.000        1.883        6.855
       5.007       23.000        1.883        6.855
       6.008       27.000        1.883        6.855
       7.009       25.000        1.883        6.855
       8.010       22.000        1.883        6.855
       9.011       23.000        1.883        6.855
      10.013       23.000        1.883        6.855
      11.014       24.000        1.883        6.855
      12.015       23.000        1.883        6.855
