# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.879        6.852
       1.001        0.000        1.879        6.852
       2.003        0.000        1.879        6.852
       3.004        5.000        1.879        6.855
       4.005       24.000        1.879        6.855
       5.007       24.000        1.879        6.855
       6.008       25.000        1.879        6.855
       7.009       24.000        1.879        6.855
       8.011       23.000        1.879        6.855
       9.012       22.000        1.879        6.855
      10.014       22.000        1.879        6.855
      11.015       24.000        1.879        6.855
      12.016       23.000        1.879        6.855
