# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.879        6.852
       1.001        0.000        1.879        6.852
       2.003        0.000        1.879        6.852
       3.005        5.000        1.879        6.855
       4.006       26.000        1.879        6.855
       5.008       25.000        1.879        6.855
       6.009       27.000        1.879        6.855
       7.010       22.000        1.879        6.855
       8.011       30.000        1.879        6.855
       9.013       28.000        1.879        6.855
      10.013       27.000        1.879        6.855
      11.015       15.000        1.879        6.855
      12.016       15.000        1.879        6.855
