# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.875        6.852
       1.001        0.000        1.875        6.852
       2.003        0.000        1.875        6.852
       3.005        0.000        1.875        6.852
       4.007       15.000        1.875        6.855
       5.008       24.000        1.875        6.855
       6.009       21.000        1.875        6.855
       7.010       20.000        1.875        6.855
       8.011       27.000        1.875        6.855
       9.013       33.000        1.875        6.855
      10.013       33.000        1.875        6.855
      11.014       21.000        1.875        6.855
      12.015       22.000        1.875        6.855
      13.016       23.000        1.875        6.855
